,link,name,type,price,address,built_up,land_area,bedrooms,bathrooms,monthly_installment,land_title,tenure,price_per_sqft,maintenance_fee,furnishing,state
1785,/property/klcc/banyan-tree-signatures/sale-5097260/,"Banyan Tree Signatures, KLCC",Serviced Residence  , 3500000,"Jalan Conlay, KLCC, 55100, Kuala Lumpur ", 1668 sq. ft., -,2+1,3," 15,774 ",Commercial,Freehold,-,-,Partly Furnished, Kuala Lumpur
1786,/property/jalan-klang-lama-old-klang-road/waltz-residences/sale-8461039/,"Waltz Residences, Taman Yarl, Jalan Klang Lama (Old Klang Road)",Condominium  , 846000,"Jalan Awan Besar, Taman Yarl, 58200, Kuala Lumpur ", 948 sq. ft., -,3,2," 3,813 ",Residential,Freehold,-,-,-, Kuala Lumpur
1787,/property/desa-park-city/sale-6683247/,"Safa, Safa Terraces, Desa Parkcity, Desa ParkCity",2-sty Terrace/Link House | Intermediate  , 1850000,"Safa, Safa Terraces, Desa Parkcity, Kuala Lumpur ", 2500 sq. ft., 22x75 ,3+1,3," 8,338 ",-,-,-,-,-, Kuala Lumpur
1788,/property/sungai-buloh/sale-8465000/,Sungai Buloh,2-sty Terrace/Link House | EndLot  , 850000,"Jalan BRP 10/2, Taman Bukit Indah, Sungai Buloh, 47000, Selangor ", 2000 sq. ft., 22x75 ,4,3," 3,831 ",-,Freehold,-,-,Partly Furnished, Selangor
1789,/property/johor-bahru/sale-8102999/,"Taman Johor Jaya, Mukim Tebrau,, Johor Bahru",2-sty Terrace/Link House | Corner  , 695000,"Taman Johor Jaya, Mukim Tebrau,, 81100, Johor ", 3500 sq. ft., 3500 ,4,3," 3,132 ",Residential,Freehold,-,-,Partly Furnished, Johor
1790,/property/cyberjaya/aspire-residence/sale-7258957/,"Aspire Residence, Cyberjaya",Serviced Residence | Corner  , 330000,"Cyberjaya, 47130 Cyberjaya, Selangor ", 900 sq. ft., -,3,2," 1,487 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1791,/property/damansara-heights/sale-8464802/,"Damansara Heights Idamansara, Damansara Heights",Semi-detached House | Intermediate  , 4950000,"idamansara damansara heights, Damansara Heights Idamansara, 50490, Kuala Lumpur ", 4700 sq. ft., 3357 ,5+1,6," 22,309 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
1792,/property/ulu-klang/serini-melawati/sale-7630577/,"Serini Melawati, Taman Melawati, Ulu Klang",Serviced Residence | Corner  , 618000,"Jalan Melawati 1 Off Jalan Taman Melawati, Taman Melawati, 53100, Selangor ", 836 sq. ft., -,3,2," 2,785 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1793,/property/setia-alam/sale-6784844/,"Gloriosa Gardenia, Setia Indah 12, Setia Alam",2-sty Terrace/Link House | Intermediate  , 670000,"Jalan Setia indah u13/12, Gloriosa Gardenia, Setia Indah 12, 40170, Selangor ", 2206 sq. ft., 20x70 ,4+1,4," 3,020 ",Residential,Freehold,-,-,Unfurnished, Selangor
1794,/property/ulu-klang/serini-melawati/sale-6667064/,"Serini Melawati, Taman Melawati, Ulu Klang",Serviced Residence | Corner  , 940000,"Jalan Melawati 1 Off Jalan Taman Melawati, Taman Melawati, 53100, Selangor ", 1494 sq. ft., -,4+1,4," 4,236 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1795,/property/johor-bahru/sale-8447879/,"Taman Glenmarie Johor, Johor Bahru",2-sty Terrace/Link House | EndLot  , 815000,"Jalan Glenmarie Johor, Taman Glenmarie Johor, Taman Glenmarie Johor, 81100, Johor ", 2158 sq. ft., 32x80 ,4,3," 3,673 ",Residential,Freehold,-,-,Unfurnished, Johor
1796,/property/kl-sentral/st-regis/sale-8335965/,"St Regis, KL Sentral",Serviced Residence  , 4900000,"Jalan Stesen Sentral 2, KL Sentral, 50470, Kuala Lumpur ", 2408 sq. ft., -,2,3," 22,084 ",-,-,-,-,-, Kuala Lumpur
1797,/property/klcc/stonor-3/sale-8231354/,"Stonor 3, KLCC",Condominium  , 1200000,"Lorong Stonor, KLCC, 50450, Kuala Lumpur ", 689 sq. ft., -,1,1," 5,408 ",-,-,-,-,-, Kuala Lumpur
1798,/property/horizon-hills/sale-8386922/,"Horizon Hills VALLEY WEST, Horizon Hills",2-sty Terrace/Link House | Intermediate  , 768000,"Jalan Gita, horizon hills. nusajaya, Horizon Hills VALLEY WEST, 79100, Johor ", 2360 sq. ft., 22 x 75 ,4+1,4," 3,461 ",Residential,Freehold,-,-,Unfurnished, Johor
1799,/property/ulu-tiram/sale-8441078/,"Pelangi Indah, Ulu Tiram",Semi-detached House | Corner  , 870000,"Pelangi Indah, Pelangi Indah, 81800, Johor ", 4800 sq. ft., -,4,3," 3,921 ",Industrial,Freehold,-,-,Partly Furnished, Johor
1800,/property/iskandar-puteri-nusajaya/nusa-perdana-apartment/sale-7259912/,"Nusa Perdana Apartment, Taman Nusa Perintis, Iskandar Puteri (Nusajaya)",Serviced Residence | Corner  , 295000,"Jalan Persiaran Nusa Perdana, Taman Nusa Perintis, 81550, Johor ", 990 sq. ft., -,4,2," 1,330 ",Residential,Freehold,-,-,Partly Furnished, Johor
1801,/property/horizon-hills/sale-6847974/,"Horizon Hills , Iskandar Puteri, Horizon Hills",2-sty Terrace/Link House | Intermediate  , 808000,"Jalan Hijauan 5, Horizon Hills , Iskandar Puteri, 79100, Johor ", 2319 sq. ft., 1650 ,4+1,5," 3,642 ",Residential,Freehold,-,-,Partly Furnished, Johor
1802,/property/skudai/sale-8440892/,"Johor Bahru, Skudai",2-sty Terrace/Link House | Corner  , 728000,"Johor Bahru, 81100, Johor ", 2968 sq. ft., 20x70 ,4,3," 3,281 ",Residential,Freehold,-,-,Partly Furnished, Johor
1803,/property/setia-tropika/sale-7686850/,"Setia Tropika, Fenix Villas, Setia Tropika",Semi-detached House | Intermediate  , 1498000,"Jalan Setia Tropika, Taman Setia Tropika, Setia Tropika, Fenix Villas, 81200, Johor ", 3327 sq. ft., 40x80 ,4+1,5," 6,751 ",Residential,Freehold,-,-,Partly Furnished, Johor
1804,/property/skudai/sale-8440861/,"Taman Pulai Mutiara  Loan, Skudai",2-sty Terrace/Link House | Intermediate  , 400000,"Jalan Pulai Mutiara 1/x, Taman Pulai Mutiara  Loan, 81300, Johor ", -, 1170 ,4,3," 1,803 ",Residential,Freehold,-,-,Unfurnished, Johor
1805,/property/mont-kiara/sale-8432352/,"duta tropika, Mont Kiara",2.5-sty Terrace/Link House  , 3900000,"Jalan Changkat Duta Kiara, duta tropika, Kuala Lumpur ", 4375 sq. ft., 2397 ,5+1,6," 17,577 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
1806,/property/setia-alam/sale-8334286/,"Aeres Eco Ardence, Setia Alam",Semi-detached House  , 1650000,"Jalan Setia Damai U13/16, Aeres Eco Ardence, 40170, Selangor ", 2900 sq. ft., 35x85 ,4+1,5," 7,436 ",Residential,Freehold,-,-,-, Selangor
1807,/property/setia-alam/sale-7772168/,"Aeres Eco Ardence, Setia Alam",Semi-detached House  , 1390000,"Jalan Setia Damai U13/16, Aeres Eco Ardence, 40170, Selangor ", 2500 sq. ft., 32x75 ,4+1,5," 6,265 ",Residential,Freehold,-,-,-, Selangor
1808,/property/iskandar-puteri-nusajaya/sale-8440612/,"taman Nusa Sentral, Iskandar Puteri (Nusajaya)",2-sty Terrace/Link House | Intermediate  , 668000,"taman Nusa Sentral, Johor ", 2329 sq. ft., 1540 ,4,3," 3,011 ",-,-,-,-,-, Johor
1809,/property/setia-tropika/sale-8440580/,"Setia Tropika Elata Nova, Johor Bahru, Setia Tropika",2-sty Terrace/Link House | EndLot  , 700000,"81100, Setia Tropika Elata Nova, Johor Bahru, 81100, Johor ", 1964 sq. ft., 20 X 75 ,4,3," 3,155 ",Residential,Freehold,-,-,-, Johor
1810,/property/klcc/anggun-residences/sale-8440250/,"Anggun Residences, KLCC",Condominium  , 1998000,"Jalan Sultan Ismail, KLCC, 50300, Kuala Lumpur ", 976 sq. ft., -,2,2," 9,005 ",Residential,Freehold,-,-,Fully Furnished, Kuala Lumpur
1811,/property/skudai/sale-8068831/,"Rini Homes 5 Taman Mutiara Rini, Skudai",2-sty Terrace/Link House | Intermediate  , 650000,"Jalan Bistari 3x, Rini Homes 5, Rini Homes 5 Taman Mutiara Rini, 81300, Johor ", 1886 sq. ft., 22x70 ,4,4," 2,929 ",Residential,Freehold,-,-,Partly Furnished, Johor
1812,/property/tropicana/casa-tropicana/sale-8330674/,"Casa Tropicana, Tropicana",Condominium  , 699000,"Persiaran Tropicana, Tropicana, 47301, Selangor ", 1217 sq. ft., -,1,0," 3,150 ",Residential,Leasehold,-,-,Partly Furnished, Selangor
1813,/property/johor-bahru/sale-8436860/,"Bandar Dato Onn, Johor Bahru",2-sty Terrace/Link House | Intermediate  , 648000,"Jalan Perjiranan 15, Bandar Dato Onn, 81100, Johor ", -, 20ft x 70ft ,4,3," 2,920 ",Residential,Freehold,-,-,-, Johor
1814,/property/johor-bahru/sale-7492457/,"Taman Adda Height, Johor Bahru",Cluster House | Intermediate  , 948000,"Jalan Adda Height, Taman Adda Height, 81100, Johor ", -, 34ft x 70ft ,4+1,5," 4,272 ",Residential,Freehold,-,-,Partly Furnished, Johor
1815,/property/mont-kiara/seni-mont-kiara/sale-6586871/,"Seni Mont Kiara, Mont Kiara",Condominium  , 2200000,"Jalan Changkat Duta Kiara, Mont Kiara, 50480, Kuala Lumpur ", 2906 sq. ft., -,4+1,5," 9,915 ",-,-,-,-,-, Kuala Lumpur
1816,/property/iskandar-puteri-nusajaya/sale-8439991/,"horizon hills, Iskandar Puteri (Nusajaya)",Bungalow | Intermediate  , 2600000,"horizon hills, Johor ", 5099 sq. ft., 7938 ,5+1,6," 11,718 ",Residential,Freehold,-,-,-, Johor
1817,/property/desa-park-city/sale-8404952/,"LEVENUE @ DESA PARKCITY, Desa ParkCity",2-sty Terrace/Link House | Intermediate  , 2100000,"LEVENUE @ DESA PARKCITY, Kuala Lumpur ", 3000 sq. ft., 2200 ,5,6," 9,464 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
1818,/property/permas-jaya/permas-ville-apartment/sale-8439964/,"Permas Ville Apartment, Bandar Baru Permas Jaya, Permas Jaya",Apartment | Intermediate  , 295000,"Jalan Permas 3, Bandar Baru Permas Jaya, 81750, Johor ", 1002 sq. ft., -,3,2," 1,330 ",Residential,Freehold,-,-,Partly Furnished, Johor
1819,/property/taman-desa/the-hipster/sale-8364020/,"The Hipster, Taman Desa",Condominium  , 378000,"Jalan Desa, Taman Desa, 58100, Kuala Lumpur ", 921 sq. ft., -,3,2," 1,704 ",Residential,-,-,-,-, Kuala Lumpur
1820,/property/usj/sale-6454537/,"USJ 9, USJ, Subang Jaya, USJ",2-sty Terrace/Link House | Intermediate  , 850000,"USJ 9, USJ, Subang Jaya, USJ 9, USJ, Subang Jaya, Selangor ", 2000 sq. ft., 22x75 ,4,3," 3,831 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1821,/property/tanjong-tokong/andaman-quayside/sale-8116018/,"Andaman Quayside , Tanjung Tokong, Tanjong Tokong",Condominium  , 2800000,"Lorong Seri Tanjung Pinang, Tanjung Tokong, 11200, Penang ", 2824 sq. ft., -,3+2,5," 12,619 ",-,Freehold,-,-,-, Penang
1822,/property/tanjong-tokong/andaman-quayside/sale-8100161/,"Andaman Quayside , Tanjung Tokong, Tanjong Tokong",Condominium | Corner  , 1350000,"Lorong Seri Tanjung Pinang, Tanjung Tokong, 11200, Penang ", 1187 sq. ft., -,1+1,2," 6,084 ",Residential,Freehold,-,-,Partly Furnished, Penang
1823,/property/tanjong-tokong/andaman-quayside/sale-8077365/,"Andaman Quayside , Tanjung Tokong, Tanjong Tokong",Condominium  , 5927000,"Lorong Seri Tanjung Pinang, Tanjung Tokong, 11200, Penang ", 4813 sq. ft., -,3+2,5," 26,712 ",-,Freehold,-,-,Partly Furnished, Penang
1824,/property/kota-damansara/sale-7527094/,"Villa Damansara, Sierra Damansara, Kota Damansara",Semi-detached House | Intermediate  , 1940000,"Jalan Camar , Petaling Jaya, Villa Damansara, Sierra Damansara, 47810, Selangor ", 3600 sq. ft., 39x85 ,5+1,6," 8,743 ",Residential,Leasehold,-,-,Partly Furnished, Selangor
1825,/property/tanjong-tokong/quayside-condominium/sale-8313806/,"Quayside Condominium, Tanjung Tokong, Tanjong Tokong",Condominium  , 1400000,"Jalan Seri Tanjung Pinang, Tanjung Tokong, 10470, Penang ", 1501 sq. ft., -,1+1,2," 6,310 ",Residential,Freehold,-,-,Fully Furnished, Penang
1826,/property/tanjong-tokong/quayside-condominium/sale-8110364/,"Quayside Condominium, Tanjung Tokong, Tanjong Tokong",Condominium  , 1900000,"Jalan Seri Tanjung Pinang, Tanjung Tokong, 10470, Penang ", 2482 sq. ft., -,3+1,4," 8,563 ",Residential,Freehold,-,-,Unfurnished, Penang
1827,/property/tanjong-tokong/quayside-condominium/sale-6979150/,"Quayside Condominium, Tanjung Tokong, Tanjong Tokong",Condominium  , 1280000,"Jalan Seri Tanjung Pinang, Tanjung Tokong, 10470, Penang ", 1137 sq. ft., -,1,2," 5,769 ",Residential,Freehold,-,-,Fully Furnished, Penang
1828,/property/iskandar-puteri-nusajaya/sale-8439804/,"Nusa Sentral - Well-Maintain - FULL LOAN, Iskandar Puteri (Nusajaya)",2-sty Terrace/Link House | Intermediate  , 550000,"Jalan Sentral, Nusa Sentral - Well-Maintain - FULL LOAN, 79100, Johor ", 1800 sq. ft., 1400 ,4+1,3," 2,479 ",Residential,Freehold,-,-,Unfurnished, Johor
1829,/property/iskandar-puteri-nusajaya/sale-8439795/,"Bukit Indah - Jln Indah 22 - Full Loan, Iskandar Puteri (Nusajaya)",1-sty Terrace/Link House | Intermediate  , 470000,"Jalan Indah 22, Bukit Indah - Jln Indah 22 - Full Loan, 79100, Johor ", 1430 sq. ft., 22x65 ,3,2," 2,118 ",Residential,Freehold,-,-,Unfurnished, Johor
1830,/property/johor-bahru/sale-7909574/,"Bandar Seri Alam, Johor Bahru",2-sty Terrace/Link House  , 470000,"Seri Alam, Masai, Bandar Seri Alam, 81750, Johor ", -, 22x70 ,4,3," 2,118 ",Residential,Freehold,-,-,Partly Furnished, Johor
1831,/property/johor-bahru/sale-7909574/,"Bandar Seri Alam, Johor Bahru",2-sty Terrace/Link House  , 470000,"Seri Alam, Masai, Bandar Seri Alam, 81750, Johor ", -, 22x70 ,4,3," 2,118 ",Residential,Freehold,-,-,Partly Furnished, Johor
1832,/property/iskandar-puteri-nusajaya/sale-8090759/,"Canal Garden Horizon Hills Nusajaya, Iskandar Puteri (Nusajaya)",2-sty Terrace/Link House | Intermediate  , 780000,"Jalan Maya Canal Garden Horizon Hills Bukit Indah, Canal Garden Horizon Hills Nusajaya, 79100, Johor ", 2400 sq. ft., 22x75 ,4+1,4," 3,515 ",Residential,Freehold,-,-,Fully Furnished, Johor
1833,/property/kota-damansara/sale-8439597/,"Villa Damansara , Sierra Damansara, Kota Damansara",Semi-detached House | Intermediate  , 2380000,"Jalan Camar , Petaling Jaya, Villa Damansara , Sierra Damansara, 47810, Selangor ", 3600 sq. ft., 40x80 ,4,4," 10,726 ",Residential,Leasehold,-,-,Partly Furnished, Selangor
1834,/property/cyberjaya/sale-8179974/,"CYBERJAYA CITY CENTRE, Cyberjaya",2-sty Terrace/Link House  , 760000,"Cyberjaya City Centre, Persiaran APEC, Jalan Lakeside, 63000 Cyberjaya, Selangor, CYBERJAYA CITY CENTRE, 63000, Selangor ", 2600 sq. ft., 22x70/26x70/22x85 ,4+1,4," 3,425 ",Residential,Freehold,-,-,-, Selangor
1835,/property/johor-bahru/sale-8439634/,"eco spring, Johor Bahru",Cluster House | Intermediate  , 1130000,"eco spring, Johor ", -, 32x80 ,4,5," 5,093 ",Residential,Freehold,-,-,Partly Furnished, Johor
1836,/property/cyberjaya/sale-8329839/,"SEJATI LAKESIDE RESIDENCE @ CYBERJAYA, Cyberjaya",2-sty Terrace/Link House  , 928100,"Cyberjaya City Centre, Persiaran Lakefront, Jalan Lakeside, 63000 Cyberjaya, Selangor, SEJATI LAKESIDE RESIDENCE @ CYBERJAYA, 63000, Selangor ", 2546 sq. ft., 26x70/22x70 ,4+1,4," 4,183 ",Residential,Freehold,-,-,-, Selangor
1837,/property/iskandar-puteri-nusajaya/sale-8439588/,"Bukit Indah, Iskandar Puteri (Nusajaya)",2-sty Terrace/Link House | Corner  , 780000,"Rochester Bukit Indah, Bukit Indah, 79100, Johor ", 1800 sq. ft., 44x70 ,5,4," 3,515 ",Residential,Freehold,-,-,Partly Furnished, Johor
1838,/property/damansara-kim/sale-7669807/,"Jalan ss20, Damansara Kim, Damansara Kim",2-sty Terrace/Link House | Intermediate  , 1200000,"Jalan ss20, Damansara Kim, 47400, Selangor ", 2200 sq. ft., 22x75 ,3,2," 5,408 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1839,/property/desa-park-city/sale-8372511/,"Casaman, Desa ParkCity",3-sty Terrace/Link House | Corner  , 3850000,"Desa ParkCity, Casaman, 52200, Kuala Lumpur ", 4100 sq. ft., -,4+1,6," 17,351 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
1840,/property/johor-bahru/sale-8439375/,"eco summer brighton, Johor Bahru",2-sty Terrace/Link House | Intermediate  , 780000,"eco summer brighton, Johor ", -, 20x80 ,4,4," 3,515 ",Residential,Freehold,-,-,-, Johor
1841,/property/cheras/cheras-heights-bukit-cheras/sale-4341483/,"Cheras Heights (Bukit Cheras), Cheras",Condominium | Intermediate  , 519000,"Jalan Bukit Cheras 18, Cheras, 56000, Kuala Lumpur ", 1394 sq. ft., -,3+1,2," 2,339 ",Residential,Freehold,-,-,Unfurnished, Kuala Lumpur
1842,/property/iskandar-puteri-nusajaya/sale-7062498/,"bukit indah, Iskandar Puteri (Nusajaya)",Cluster House | Intermediate  , 920000,"bukit indah, Johor ", 2457 sq. ft., 32x70 ,4,4," 4,146 ",Residential,Freehold,-,-,Partly Furnished, Johor
1843,/property/klcc/marc-residence/sale-8438913/,"Marc Residence, KLCC",Serviced Residence  , 4000,"No. 3 Jalan Pinang, KLCC, 50450, Kuala Lumpur ", 830 sq. ft., -,2,2, 18 ,Residential,Freehold,-,-,Fully Furnished, Kuala Lumpur
1844,/property/cheras/eko-cheras/sale-8417950/,"EkoCheras, Cheras",Serviced Residence | Duplex  , 500000,"Jalan Cheras, Cheras, 55300, Kuala Lumpur ", 762 sq. ft., -,1,2," 2,253 ",Residential,Freehold,-,-,Unfurnished, Kuala Lumpur
1845,/property/johor-bahru/tropez-residences/sale-8417943/,"Tropez Residences, Danga Bay, Johor Bahru",Serviced Residence  , 699000,"Jalan Danga 2, Danga Bay, 80200, Johor ", 1668 sq. ft., -,3+1,3," 3,150 ",Residential,Freehold,-,-,Fully Furnished, Johor
1846,/property/gelang-patah/sale-8417934/,"Nusantara Prime,Gelang Patah, Gelang Patah",Cluster House  , 593000,"Nusantara Prime, Nusantara Prime,Gelang Patah, 81550, Johor ", 2240 sq. ft., 32x70 ,4+1,4," 2,673 ",-,Freehold,-,-,Unfurnished, Johor
1847,/property/shah-alam/kemuning-aman/sale-8399584/,"Kemuning Aman, Shah Alam",Apartment  , 233000,"Lintang Bukit Rimau, Shah Alam, Selangor ", 732 sq. ft., -,3,2," 1,050 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1848,/property/subang-jaya/subang-perdana-goodyear-court-3/sale-8399163/,"Subang Perdana Goodyear Court 3, USJ, Subang Jaya",Apartment | EndLot  , 350000,"Persiaran Kewajipan, USJ 8, USJ, 47650, Selangor ", 950 sq. ft., -,3,2," 1,577 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1849,/property/subang-jaya/starville/sale-8398937/,"Starville, Subang Jaya",Apartment | EndLot  , 355000,"Jalan USJ 19/6, USJ 19, 47630 Subang Jaya, Selango, Subang Jaya, 47650, Selangor ", -, -,3,2," 1,600 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1850,/property/sungai-buloh/sale-7527273/,"bandar sri coalfield, Sungai Buloh",2-sty Terrace/Link House  , 870000,"bandar sri coalfield, 47000, Selangor ", 2266 sq. ft., 26' x 90' ,4+1,4," 3,921 ",Residential,Freehold,-,-,-, Selangor
1851,/property/puchong/tasik-residency/sale-6292097/,"Tasik Residency, Taman Putra Prima, Puchong",Condominium  , 730000,"Jalan Putra Prima Utama, Taman Putra Prima, 47100, Selangor ", 2615 sq. ft., -,4+1,5," 3,290 ",-,-,RM 296,-,-, Selangor
1852,/property/johor-bahru/sale-8492813/,"taman nusa daiman scientex, Johor Bahru",2-sty Terrace/Link House  , 330000,"taman nusa daiman scientex, 81750, Johor ", -, 2040 ,3,2," 1,487 ",-,-,-,-,-, Johor
1853,/property/bandar-utama/sale-7900063/,"BU 3, BANDAR UTAMA, Petaling Jaya, Bandar Utama",2-sty Terrace/Link House | Intermediate  , 1450000,"BU 3, BANDAR UTAMA, Petaling Jaya, 47800, Selangor ", -, 22x85 ,4,4," 6,535 ",Residential,Freehold,-,-,-, Selangor
1854,/property/bandar-utama/sale-7664829/,"BU 6, BANDAR UTAMA, Petaling Jaya, Bandar Utama",3-sty Terrace/Link House | Intermediate  , 1750000,"BU 6, BANDAR UTAMA, Petaling Jaya, 47800, Selangor ", -, 22x75 @ 165O ,2,0," 7,887 ",Residential,Freehold,-,-,-, Selangor
1855,/property/iskandar-puteri-nusajaya/sale-8417470/,"NUSA IDAMAN , PRECINCT 4, Iskandar Puteri (Nusajaya)",2-sty Terrace/Link House | Intermediate  , 668000,"JALAN IDAMAN 4/X, NUSA IDAMAN , PRECINCT 4, 79100, Johor ", 2163 sq. ft., 22X70 ,5,4," 3,011 ",Residential,Freehold,-,-,Partly Furnished, Johor
1856,/property/desa-park-city/sale-7596717/,"Southlake, Desa ParkCity",2-sty Terrace/Link House | Intermediate  , 1998000,"Southlake, Kuala Lumpur ", 2400 sq. ft., 22x75 ,3+1,3," 9,005 ",-,Freehold,-,-,Partly Furnished, Kuala Lumpur
1857,/property/desa-park-city/sale-4947282/,"Amelia, Desa ParkCity",2-sty Terrace/Link House | Intermediate  , 2500000,"Off Persiaran Residen, Amelia, 52000, Kuala Lumpur ", 2632 sq. ft., 22x83 ,3+1,4," 11,267 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
1858,/property/kampung-kerinchi-bangsar-south/kl-gateway-residences/sale-8417159/,"KL Gateway Residences, Bangsar South, Kampung Kerinchi (Bangsar South)",Serviced Residence  , 300000,"Jalan Kerinchi Kiri, Bangsar South, 59200, Kuala Lumpur ", 900 sq. ft., -,3,2," 1,352 ",-,-,-,-,-, Kuala Lumpur
1859,/property/port-dickson/sale-8417085/,"Lukut, Port Dickson",1-sty Terrace/Link House | Intermediate  , 236000,"Lukut, Negeri Sembilan ", 947 sq. ft., 20x65 ,3,2," 1,064 ",Residential,Freehold,-,-,Unfurnished, Negeri Sembilan
1860,/property/seremban/sale-8255772/,"Nusa Intan, Seremban",Semi-detached House | Corner  , 590000,"Nusa Intan, Negeri Sembilan ", 3000 sq. ft., 3200 ,6+1,6," 2,659 ",Residential,Freehold,-,-,Unfurnished, Negeri Sembilan
1861,/property/ipoh/sale-8416726/,"bandar seri botani ,margosa, Ipoh",Residential Land | Intermediate  , 170000,"margosa b/9, bandar seri botani ,margosa, 31350, Perak ", -, 18x60 ,3,2, 766 ,Residential,Freehold,-,-,Partly Furnished, Perak
1862,/property/klcc/k-residence-klcc/sale-8270693/,"K Residence @ KLCC, KLCC",Serviced Residence | Corner  , 2200000,"Jalan Mayang Off Jalan Ampang, KLCC, 50450, Kuala Lumpur ", 2472 sq. ft., -,3+1,4," 9,915 ",Residential,Freehold,RM 889,-,Partly Furnished, Kuala Lumpur
1863,/property/bukit-bintang/verticas-residensi/sale-8287606/,"Verticas Residensi, Bukit Ceylon, Bukit Bintang",Condominium  , 2250000,"Bukit Ceylon, Kuala Lumpur, Bukit Ceylon, 50200, Kuala Lumpur ", 2416 sq. ft., -,4+1,4," 10,140 ",Residential,Freehold,-,-,Fully Furnished, Kuala Lumpur
1864,/property/klcc/the-troika/sale-8219268/,"The Troika, KLCC",Condominium | Corner  , 3140000,"Persiaran KLCC, KLCC, 50450, Kuala Lumpur ", 2855 sq. ft., -,3+1,4," 14,152 ",Residential,Freehold,RM 1099,-,Fully Furnished, Kuala Lumpur
1865,/property/bangsar/sale-8416656/,"Terasek, Bangsar",2-sty Terrace/Link House | Corner  , 3200000,"Terasek, 59100, Kuala Lumpur ", 4000 sq. ft., 4000 ,6,5," 14,422 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
1866,/property/mont-kiara/sale-8093636/,"Kiara View, Mont Kiara",Semi-detached House  , 2500000,"Kiara View, 50480, Kuala Lumpur ", 3833 sq. ft., -,5+1,5," 11,267 ",Residential,Unknown,-,-,Partly Furnished, Kuala Lumpur
1867,/property/taman-tun-dr-ismail/the-greens/sale-7238708/,"The Greens, Taman Tun Dr Ismail",Serviced Residence  , 3570000,"Jalan Wan Kadir 3, Taman Tun Dr Ismail, 60000, Kuala Lumpur ", 2973 sq. ft., -,3+1,5," 16,089 ",-,-,RM 1200,-,-, Kuala Lumpur
1868,/property/bangsar/sale-8114872/,"Bukit pantai, Bangsar",Bungalow | Corner  , 4950000,"Bukit pantai, 59100, Kuala Lumpur ", 4500 sq. ft., 8300 ,5+1,6," 22,309 ",Residential,Freehold,-,-,Partly Furnished, Kuala Lumpur
1869,/property/damansara-jaya/sale-7565260/,"Jalan ss22/37, Damansara Jaya, Damansara Jaya",2.5-sty Terrace/Link House | Intermediate  , 2190000,"Jalan ss22/37, Damansara Jaya, 47400, Selangor ", 3000 sq. ft., 22x90 ,3,4," 9,870 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1870,/property/damansara-jaya/sale-7750719/,"Jalan ss22, Damansara Jaya, Damansara Jaya",2-sty Terrace/Link House | Corner  , 2550000,"Jalan ss22, Damansara Jaya, 47400, Selangor ", 2200 sq. ft., 7401 ,3+1,3," 11,492 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1871,/property/damansara-jaya/sale-7750719/,"Jalan ss22, Damansara Jaya, Damansara Jaya",2-sty Terrace/Link House | Corner  , 2550000,"Jalan ss22, Damansara Jaya, 47400, Selangor ", 2200 sq. ft., 7401 ,3+1,3," 11,492 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1872,/property/damansara-jaya/sale-7717636/,"Jalan ss22/3, Damansara Jaya, Damansara Jaya",2-sty Terrace/Link House | Intermediate  , 980000,"Jalan ss22/3, Damansara Jaya, 47400, Selangor ", 2200 sq. ft., 23x70 ,4+1,3," 4,417 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1873,/property/mont-kiara/pavilion-hilltop/sale-8194349/,"Pavilion Hilltop, Mont Kiara",Condominium  , 1650000,"Jalan Kiara, Mont Kiara, 50480, Kuala Lumpur ", 1830 sq. ft., -,4+1,4," 7,436 ",-,Freehold,-,-,Partly Furnished, Kuala Lumpur
1874,/property/damansara-utama/sale-6697049/,"Jalan ss21/32, Damansara Utama, Damansara Utama",2-sty Terrace/Link House | Intermediate  , 1080000,"Jalan ss21/32, Damansara Utama, 47400, Selangor ", 2200 sq. ft., 22x75 ,3,3," 4,867 ",Residential,Freehold,-,-,Partly Furnished, Selangor
1875,/property/jalan-klang-lama-old-klang-road/the-scott-garden-soho/sale-5794589/,"The Scott Garden SOHO, Jalan Klang Lama (Old Klang Road)",Serviced Residence | Duplex  , 370000,"Jalan Klang Lama, Jalan Klang Lama (Old Klang Road), 58000, Kuala Lumpur ", 775 sq. ft., -,1,2," 1,668 ",Commercial,Freehold,-,-,-, Kuala Lumpur
